comunidad_au,provincia,municipio,pueblo,latitude,longitude
Asturias,Provincia de Asturias,Lena,Otero,43.14199,-5.83365
Asturias,Provincia de Asturias,Lena,Los Palacios y Villafranca,43.15131,-5.84696
Asturias,Provincia de Asturias,Lena,Parana,43.07588,-5.75053
Asturias,Provincia de Asturias,Lena,Pajares de la Lampreana,43.01808,-5.77282
Asturias,Provincia de Asturias,Lena,Piedraceda,43.15266,-5.85101
Asturias,Provincia de Asturias,Lena,Piñeda de Abajo,43.05347,-5.82395
Asturias,Provincia de Asturias,Lena,Piñeda de Arriba,43.05368,-5.82084
Asturias,Provincia de Asturias,Lena,Pola de Lena,43.16089,-5.82878
Asturias,Provincia de Asturias,Lena,Puente de los Fierros,43.07012,-5.76861
Asturias,Provincia de Asturias,Lena,Reconcos,43.03724,-5.83525
Asturias,Provincia de Asturias,Lena,Retrullés,43.1918,-5.82362
Asturias,Provincia de Asturias,Lena,Ríospaso,43.02061,-5.87938
Asturias,Provincia de Asturias,Lena,San Andrés,43.07416,-5.73984
Asturias,Provincia de Asturias,Lena,San Feliz,43.1685,-5.82267
Asturias,Provincia de Asturias,Lena,San Martino,43.18251,-5.82352
Asturias,Provincia de Asturias,Lena,San Miguel del Río,43.0156,-5.78487
Asturias,Provincia de Asturias,Lena,Sorribas,43.13525,-5.83094
Asturias,Provincia de Asturias,Lena,Sotiello,43.08671,-5.82982
Asturias,Provincia de Asturias,Lena,Tablado,43.14258,-5.87918
Asturias,Provincia de Asturias,Lena,Telledo,43.02329,-5.84505
Asturias,Provincia de Asturias,Lena,Traslacruz,43.01899,-5.8389
Asturias,Provincia de Asturias,Lena,Tuiza,43.02517,-5.9137
Asturias,Provincia de Asturias,Lena,Tuiza de Abajo,43.02396,-5.90642
Asturias,Provincia de Asturias,Lena,Tuiza de Arriba,43.02667,-5.91955
Asturias,Provincia de Asturias,Lena,Tíos,43.09757,-5.83207
Asturias,Provincia de Asturias,Lena,Valle de Roncal,43.09576,-5.85614
Asturias,Provincia de Asturias,Lena,Vega del Ciego,43.13954,-5.82499
Asturias,Provincia de Asturias,Lena,Vega del Rey,43.12703,-5.81673
Asturias,Provincia de Asturias,Lena,Villallana,43.18384,-5.81346
Asturias,Provincia de Asturias,Lena,Villar,43.02632,-5.78485
Asturias,Provincia de Asturias,Lena,Zureda,43.09094,-5.8492
Asturias,Provincia de Asturias,Llanera,Ables,43.42796,-5.85687
Asturias,Provincia de Asturias,Llanera,Agüera,43.42804,-5.89677
Asturias,Provincia de Asturias,Llanera,Anduerga,43.45863,-5.92392
Asturias,Provincia de Asturias,Llanera,Arlós,43.48333,-5.9
Asturias,Provincia de Asturias,Llanera,Arroyo,43.41538,-5.83711
Asturias,Provincia de Asturias,Llanera,Barredo,43.48007,-5.92049
Asturias,Provincia de Asturias,Llanera,Baúro,43.44759,-5.8854
Asturias,Provincia de Asturias,Llanera,Bonielles,43.45457,-5.90499
Asturias,Provincia de Asturias,Llanera,Caraviés,43.44627,-5.84253
Asturias,Provincia de Asturias,Llanera,Carbajal,43.44782,-5.91701
Asturias,Provincia de Asturias,Llanera,Castañera,43.43991,-5.82802
Asturias,Provincia de Asturias,Llanera,Castiello,43.46667,-5.83333
Asturias,Provincia de Asturias,Llanera,Castro,43.41401,-5.80403
Asturias,Provincia de Asturias,Llanera,Cayés,43.41667,-5.83333
Asturias,Provincia de Asturias,Llanera,Coruño,43.4271,-5.83854
Asturias,Provincia de Asturias,Llanera,Fanes,43.47615,-5.92293
Asturias,Provincia de Asturias,Llanera,Ferroñes,43.47917,-5.87324
Asturias,Provincia de Asturias,Llanera,Granda,43.44618,-5.93068
Asturias,Provincia de Asturias,Llanera,Lavares,43.48721,-5.89641
Asturias,Provincia de Asturias,Llanera,Lineres,43.43159,-5.87247
Asturias,Provincia de Asturias,Llanera,Llanera,43.43963,-5.8508
Asturias,Provincia de Asturias,Llanera,Lugo de Llanera,43.4416,-5.81829
Asturias,Provincia de Asturias,Llanera,Noval,43.48333,-5.88333
Asturias,Provincia de Asturias,Llanera,Pando,43.43865,-5.81789
Asturias,Provincia de Asturias,Llanera,Panizales,43.46089,-5.88533
Asturias,Provincia de Asturias,Llanera,Pondal,43.44392,-5.82615
Asturias,Provincia de Asturias,Llanera,Posada,43.43955,-5.85497
Asturias,Provincia de Asturias,Llanera,Premió,43.4684,-5.94768
Asturias,Provincia de Asturias,Llanera,Pruvia,43.45008,-5.77103
Asturias,Provincia de Asturias,Llanera,Robledo,43.45644,-5.80455
Asturias,Provincia de Asturias,Llanera,Rondiella,43.43333,-5.85
Asturias,Provincia de Asturias,Llanera,Santa Cruz de Llanera,43.46189,-5.9311
Asturias,Provincia de Asturias,Llanera,Silvota,43.42126,-5.81142
Asturias,Provincia de Asturias,Llanera,Truébano,43.45508,-5.82329
Asturias,Provincia de Asturias,Llanera,Villabona,43.46246,-5.82564
Asturias,Provincia de Asturias,Llanera,Villanueva de Yerri,43.43764,-5.89049
Asturias,Provincia de Asturias,Llanera,Villardeveyo,43.46667,-5.83333
Asturias,Provincia de Asturias,Llanera,Villayo,43.4735,-5.93973
Asturias,Provincia de Asturias,Llanes,Acebal,43.41733,-4.91295
Asturias,Provincia de Asturias,Llanes,Allende,43.40767,-4.90777
Asturias,Provincia de Asturias,Llanes,Andrín,43.40661,-4.71674
Asturias,Provincia de Asturias,Llanes,Ardisana,43.38687,-4.94358
Asturias,Provincia de Asturias,Llanes,Balmori,43.42394,-4.83403
Asturias,Provincia de Asturias,Llanes,Barro,43.43466,-4.8266
Asturias,Provincia de Asturias,Llanes,Belmonte,43.44021,-4.98007
Asturias,Provincia de Asturias,Llanes,Alfoz de Bricia,43.42917,-4.86149
Asturias,Provincia de Asturias,Llanes,Buelna,43.39301,-4.61649
Asturias,Provincia de Asturias,Llanes,Caldueño,43.38333,-4.86667
Asturias,Provincia de Asturias,Llanes,Caldueñín,43.37952,-4.86642
Asturias,Provincia de Asturias,Llanes,Cardoso,43.44225,-4.922
Asturias,Provincia de Asturias,Llanes,Carranzo,43.37774,-4.62899
Asturias,Provincia de Asturias,Llanes,Celorio,43.43055,-4.80721
Asturias,Provincia de Asturias,Llanes,Cortines,43.37852,-4.87574
Asturias,Provincia de Asturias,Llanes,Covielles,43.39496,-4.73801
Asturias,Provincia de Asturias,Llanes,Cue,43.41191,-4.73476
Asturias,Provincia de Asturias,Llanes,Cuevas,43.45,-4.93333
Asturias,Provincia de Asturias,Llanes,Debodes,43.37869,-4.89816
Asturias,Provincia de Asturias,Llanes,El Cueto,43.37611,-4.91019
Asturias,Provincia de Asturias,Llanes,El Mazuco,43.38195,-4.85088
Asturias,Provincia de Asturias,Llanes,Garaña,43.45326,-4.96621
Asturias,Provincia de Asturias,Llanes,Hontoria,43.44667,-4.9111
Asturias,Provincia de Asturias,Llanes,Ilcedo,43.36057,-4.9257
Asturias,Provincia de Asturias,Llanes,Jarreras,43.37053,-4.89025
Asturias,Provincia de Asturias,Llanes,La Arquera,43.406,-4.7586
Asturias,Provincia de Asturias,Llanes,La Borbolla,43.36787,-4.63616
Asturias,Provincia de Asturias,Llanes,La Galguera,43.39975,-4.74887
Asturias,Provincia de Asturias,Llanes,Pereda,43.39593,-4.77196
Asturias,Provincia de Asturias,Llanes,La Pesa,43.44829,-4.96728
Asturias,Provincia de Asturias,Llanes,La Portilla,43.41265,-4.75433
Asturias,Provincia de Asturias,Llanes,La Sertal,43.39905,-4.89567
Asturias,Provincia de Asturias,Llanes,Llamigo,43.41667,-4.81667
Asturias,Provincia de Asturias,Llanes,El Collado de Llames,43.45317,-4.97689
Asturias,Provincia de Asturias,Llanes,Llanes,43.41982,-4.75485
Asturias,Provincia de Asturias,Llanes,Lledías,43.41643,-4.86322
Asturias,Provincia de Asturias,Llanes,Los Callejos,43.4009,-4.91493
Asturias,Provincia de Asturias,Llanes,Los Carriles,43.414,-4.92958
Asturias,Provincia de Asturias,Llanes,Los Cándanos,43.37764,-4.64833
Asturias,Provincia de Asturias,Llanes,Los Quintanales,43.41257,-4.95027
Asturias,Provincia de Asturias,Llanes,Malatería,43.38443,-4.92039
Asturias,Provincia de Asturias,Llanes,Catedral de Santa María de Mediavilla,43.39944,-4.89411
Asturias,Provincia de Asturias,Llanes,Meré,43.37467,-4.91369
Asturias,Provincia de Asturias,Llanes,Las Mestas,43.39121,-4.95814
Asturias,Provincia de Asturias,Llanes,Naves,43.44085,-4.88829
Asturias,Provincia de Asturias,Llanes,Niembro,43.43815,-4.8424
Asturias,Provincia de Asturias,Llanes,Nueva,43.43809,-4.94024
Asturias,Provincia de Asturias,Llanes,Ovío,43.44885,-4.93073
Asturias,Provincia de Asturias,Llanes,Palacio de la Música Catalana,43.3847,-4.93468
Asturias,Provincia de Asturias,Llanes,Pancar,43.41184,-4.76214
Asturias,Provincia de Asturias,Llanes,Arriondas,43.40653,-4.77648
Asturias,Provincia de Asturias,Llanes,Pendueles,43.39726,-4.63545
Asturias,Provincia de Asturias,Llanes,Picones,43.45305,-4.93162
Asturias,Provincia de Asturias,Llanes,Monasterio de Piedra,43.41436,-4.84469
Asturias,Provincia de Asturias,Llanes,Piñeres,43.44282,-4.9544
Asturias,Provincia de Asturias,Llanes,Poo de Cabrales,43.42226,-4.78935
Asturias,Provincia de Asturias,Llanes,Porrúa,43.41179,-4.80143
Asturias,Provincia de Asturias,Llanes,Posada,43.424,-4.86291
Asturias,Provincia de Asturias,Llanes,Pría,43.44518,-4.97454
Asturias,Provincia de Asturias,Llanes,Puente Nuevo,43.39704,-4.91204
Asturias,Provincia de Asturias,Llanes,Puertas,43.39903,-4.68604
Asturias,Provincia de Asturias,Llanes,Purón,43.38545,-4.70787
Asturias,Provincia de Asturias,Llanes,Quintana,43.42356,-4.84723
Asturias,Provincia de Asturias,Llanes,Rales,43.41046,-4.89089
Asturias,Provincia de Asturias,Llanes,Riego,43.39573,-4.67298
Asturias,Provincia de Asturias,Llanes,Riensena,43.40025,-5.0065
Asturias,Provincia de Asturias,Llanes,Rotella,43.38474,-4.89464
Asturias,Provincia de Asturias,Llanes,Ríocaliente,43.39367,-4.94594
Asturias,Provincia de Asturias,Llanes,San Roque del Acebal,43.39588,-4.73022
Asturias,Provincia de Asturias,Llanes,Santoveña,43.39851,-4.8923
Asturias,Provincia de Asturias,Llanes,Silviella,43.44102,-4.96436
Asturias,Provincia de Asturias,Llanes,Soberrón,43.39875,-4.75721
Asturias,Provincia de Asturias,Llanes,Torrevega,43.38979,-4.90978
Asturias,Provincia de Asturias,Llanes,Tresgrandas,43.37885,-4.6104
Asturias,Provincia de Asturias,Llanes,Turanzas,43.42304,-4.87122
Asturias,Provincia de Asturias,Llanes,Vibaño,43.40085,-4.89612
Asturias,Provincia de Asturias,Llanes,Vidiago,43.39785,-4.6648
Asturias,Provincia de Asturias,Llanes,Madrid,43.3828,-4.87939
Asturias,Provincia de Asturias,Llanes,Villahormes,43.44171,-4.9017
Asturias,Provincia de Asturias,Llanes,Villanueva de Yerri,43.38562,-4.93392
Asturias,Provincia de Asturias,Llanes,Villanueva de Pria,43.45326,-4.9529
Asturias,Provincia de Asturias,Mieres,A Cabana,43.21984,-5.72911
Asturias,Provincia de Asturias,Mieres,Ablaña de Abajo,43.26871,-5.80871
Asturias,Provincia de Asturias,Mieres,Ablaña de Arriba,43.26667,-5.8
Asturias,Provincia de Asturias,Mieres,Aguilar,43.28369,-5.80665
Asturias,Provincia de Asturias,Mieres,Armiello,43.21531,-5.69954
Asturias,Provincia de Asturias,Mieres,Baiña,43.2754,-5.83071
Asturias,Provincia de Asturias,Mieres,Brañanoveles,43.24362,-5.75548
Asturias,Provincia de Asturias,Mieres,Bustiello,43.18927,-5.76951
Asturias,Provincia de Asturias,Mieres,Canga de Abajo,43.22395,-5.81936
Asturias,Provincia de Asturias,Mieres,Canga de Arriba,43.22654,-5.82613
Asturias,Provincia de Asturias,Mieres,Cardeo,43.2759,-5.80561
Asturias,Provincia de Asturias,Mieres,Casares,43.203,-5.8109
Asturias,Provincia de Asturias,Mieres,Cenera,43.2173,-5.81859
Asturias,Provincia de Asturias,Mieres,Cortina,43.2,-5.78333
Asturias,Provincia de Asturias,Mieres,El Cabañín,43.25366,-5.73088
Asturias,Provincia de Asturias,Mieres,El Cadabal,43.25,-5.73333
Asturias,Provincia de Asturias,Mieres,El Campo,43.27355,-5.71834
Asturias,Provincia de Asturias,Mieres,El Padrún,43.28632,-5.80818
Asturias,Provincia de Asturias,Mieres,El Requejo,43.22009,-5.75037
Asturias,Provincia de Asturias,Mieres,El Rollo,43.27185,-5.795
Asturias,Provincia de Asturias,Mieres,El Sordán,43.26018,-5.71308
Asturias,Provincia de Asturias,Mieres,Figaredo,43.21128,-5.7794
Asturias,Provincia de Asturias,Mieres,Gramedo,43.19309,-5.7658
Asturias,Provincia de Asturias,Mieres,Grillero,43.2,-5.76667
Asturias,Provincia de Asturias,Mieres,La Casería,43.2725,-5.74445
Asturias,Provincia de Asturias,Mieres,La Ceposa,43.21667,-5.73333
Asturias,Provincia de Asturias,Mieres,La Depata,43.26667,-5.75
Asturias,Provincia de Asturias,Mieres,La Longa,43.27183,-5.74112
Asturias,Provincia de Asturias,Mieres,La Planta,43.27595,-5.72035
Asturias,Provincia de Asturias,Mieres,La Rebollada,43.26927,-5.79108
Asturias,Provincia de Asturias,Mieres,La Rociella,43.26103,-5.84002
Asturias,Provincia de Asturias,Mieres,Linares,43.21667,-5.73333
Asturias,Provincia de Asturias,Mieres,Llendellana,43.28333,-5.83333
Asturias,Provincia de Asturias,Mieres,Estación de Los Valles,43.21667,-5.75
Asturias,Provincia de Asturias,Mieres,Mieres del Camino,43.25,-5.76667
Asturias,Provincia de Asturias,Mieres,Peñule,43.2089,-5.77486
Asturias,Provincia de Asturias,Mieres,Ribono,43.24533,-5.78542
Asturias,Provincia de Asturias,Mieres,San Justo,43.2286,-5.69793
Asturias,Provincia de Asturias,Mieres,Oseiro,43.28333,-5.75
Asturias,Provincia de Asturias,Mieres,Santa Rosa,43.26334,-5.71835
Asturias,Provincia de Asturias,Mieres,Santo Emiliano,43.27689,-5.71474
Asturias,Provincia de Asturias,Mieres,Santullano,43.22179,-5.78169
Asturias,Provincia de Asturias,Mieres,Seana,43.25347,-5.7889
Asturias,Provincia de Asturias,Mieres,Sueros,43.26139,-5.77761
Asturias,Provincia de Asturias,Mieres,Tablado,43.24145,-5.75492
Asturias,Provincia de Asturias,Mieres,Ubriendes,43.20106,-5.8056
Asturias,Provincia de Asturias,Mieres,Ujo,43.20554,-5.79061
Asturias,Provincia de Asturias,Mieres,Urbiés,43.21619,-5.66963
Asturias,Provincia de Asturias,Mieres,Villabazal,43.21204,-5.74707
Asturias,Provincia de Asturias,Mieres,Villaestremerí,43.2114,-5.83458
Asturias,Provincia de Asturias,Mieres,Villar,43.21152,-5.79631
Asturias,Provincia de Asturias,Mieres,Villar de Gallegos,43.21952,-5.82878
Asturias,Provincia de Asturias,Morcín Municipality,Argamé,43.30034,-5.88415
Asturias,Provincia de Asturias,Morcín Municipality,Busloñe,43.25736,-5.92114
Asturias,Provincia de Asturias,Morcín Municipality,Castandiello,43.27962,-5.89201
Asturias,Provincia de Asturias,Morcín Municipality,Corras de la Puente,43.25948,-5.86854
Asturias,Provincia de Asturias,Morcín Municipality,El Ablanedo,43.2786,-5.91762
Asturias,Provincia de Asturias,Morcín Municipality,El Río,43.28011,-5.91893
Asturias,Provincia de Asturias,Morcín Municipality,El Vallín,43.27232,-5.91499
Asturias,Provincia de Asturias,Morcín Municipality,Figares,43.27452,-5.87214
Asturias,Provincia de Asturias,Morcín Municipality,La Roza,43.27473,-5.90163
Asturias,Provincia de Asturias,Morcín Municipality,La Vara,43.26672,-5.92742
Asturias,Provincia de Asturias,Morcín Municipality,Lugar de Abajo,43.25352,-5.87038
Asturias,Provincia de Asturias,Morcín Municipality,Lugar de Arriba,43.25027,-5.87068
Asturias,Provincia de Asturias,Morcín Municipality,Otura,43.25697,-5.8774
Asturias,Provincia de Asturias,Morcín Municipality,Peñanes,43.28722,-5.8934
Asturias,Provincia de Asturias,Morcín Municipality,Peñerudes,43.28333,-5.93333
Asturias,Provincia de Asturias,Morcín Municipality,Porrimán,43.26547,-5.8653
Asturias,Provincia de Asturias,Morcín Municipality,Villar,43.28093,-5.89585
Asturias,Provincia de Asturias,Muros de Nalón,Muros de Nalón,43.54277,-6.10348
Asturias,Provincia de Asturias,Muros de Nalón,San Esteban de Pravia,43.5538,-6.08745
Asturias,Provincia de Asturias,Nava,Buruyosa,43.35,-5.53333
Asturias,Provincia de Asturias,Nava,Buyeres,43.34975,-5.48299
Asturias,Provincia de Asturias,Nava,Carbajal,43.33333,-5.53333
Asturias,Provincia de Asturias,Nava,Ceceda de Abajo,43.36667,-5.45
Asturias,Provincia de Asturias,Nava,Ceceda de Arriba,43.35,-5.45
Asturias,Provincia de Asturias,Nava,Cuenya,43.38246,-5.48525
Asturias,Provincia de Asturias,Nava,El Remedio,43.37404,-5.54731
Asturias,Provincia de Asturias,Nava,El Solano,43.36649,-5.56159
Asturias,Provincia de Asturias,Nava,Gradátila,43.34513,-5.51195
Asturias,Provincia de Asturias,Nava,La Vega,43.38466,-5.51144
Asturias,Provincia de Asturias,Nava,La Vilortera,43.35704,-5.46234
Asturias,Provincia de Asturias,Nava,Llames Bajo,43.37147,-5.52346
Asturias,Provincia de Asturias,Nava,Monga,43.36822,-5.48859
Asturias,Provincia de Asturias,Nava,La Nava de Santiago,43.37327,-6.19534
Asturias,Provincia de Asturias,Nava,Omedo,43.34965,-5.49188
Asturias,Provincia de Asturias,Nava,Pando,43.35147,-5.50231
Asturias,Provincia de Asturias,Nava,Paraes,43.36667,-5.5
Asturias,Provincia de Asturias,Nava,Piloñeta,43.3449,-5.50287
Asturias,Provincia de Asturias,Nava,Polanava,43.35573,-5.48952
Asturias,Provincia de Asturias,Nava,Priandi,43.35,-5.51667
Asturias,Provincia de Asturias,Nava,Pruneda,43.37547,-5.47332
Asturias,Provincia de Asturias,Nava,Robledo,43.36667,-5.53333
Asturias,Provincia de Asturias,Nava,Roiles,43.35,-5.53333
Asturias,Provincia de Asturias,Nava,Sienra,43.35848,-5.46178
Asturias,Provincia de Asturias,Nava,Veleta,43.36757,-5.54965
Asturias,Provincia de Asturias,Nava,Tresali,43.36038,-5.47472
Asturias,Provincia de Asturias,Nava,Verdera,43.40276,-5.48806
Asturias,Provincia de Asturias,Nava,Madrid,43.36981,-5.52711
Asturias,Provincia de Asturias,Nava,Viobes,43.38121,-5.50667
Asturias,Provincia de Asturias,Navia,Andés,43.54754,-6.70502
Asturias,Provincia de Asturias,Navia,Anleo,43.51017,-6.69262
Asturias,Provincia de Asturias,Navia,Armental,43.51733,-6.72484
Asturias,Provincia de Asturias,Navia,Aspra,43.55616,-6.71366
Asturias,Provincia de Asturias,Navia,Braña del Río,43.51667,-6.66667
Asturias,Provincia de Asturias,Navia,Busmargalí,43.51591,-6.65948
Asturias,Provincia de Asturias,Navia,Cabanella,43.52713,-6.6931
Asturias,Provincia de Asturias,Navia,Cabrafigal,43.55399,-6.65859
Asturias,Provincia de Asturias,Navia,Cacabellos,43.50452,-6.7277
Asturias,Provincia de Asturias,Navia,Freal,43.54568,-6.68102
Asturias,Provincia de Asturias,Navia,Frejulfe,43.55158,-6.68216
Asturias,Provincia de Asturias,Navia,Navia,43.53544,-6.71935
Asturias,Provincia de Asturias,Navia,Paderne,43.5442,-6.70313
Asturias,Provincia de Asturias,Navia,Piñera,43.54304,-6.67138
Asturias,Provincia de Asturias,Navia,Polavieja,43.53855,-6.66166
Asturias,Provincia de Asturias,Navia,Puerto de Vega,43.56376,-6.64778
Asturias,Provincia de Asturias,Navia,Puñil,43.5,-6.68333
Asturias,Provincia de Asturias,Navia,Salcedo,43.53037,-6.70404
Asturias,Provincia de Asturias,Navia,Argisain (Santa Marina),43.56252,-6.64051
Asturias,Provincia de Asturias,Navia,Sante,43.50997,-6.70731
Asturias,Provincia de Asturias,Navia,Soirana,43.56192,-6.65962
Asturias,Provincia de Asturias,Navia,Somorto,43.5277,-6.66095
Asturias,Provincia de Asturias,Navia,Talarén,43.52534,-6.70861
Asturias,Provincia de Asturias,Navia,Teifaros,43.55459,-6.69609
Asturias,Provincia de Asturias,Navia,Tox,43.55616,-6.63466
Asturias,Provincia de Asturias,Navia,Vidural,43.50901,-6.63649
Asturias,Provincia de Asturias,Navia,Vigo,43.5639,-6.62824
Asturias,Provincia de Asturias,Navia,Villabona,43.53393,-6.64447
Asturias,Provincia de Asturias,Navia,Villainclán,43.54389,-6.64034
Asturias,Provincia de Asturias,Navia,Villalonga,43.54576,-6.72049
Asturias,Provincia de Asturias,Navia,Villanueva de Yerri,43.51667,-6.68333
Asturias,Provincia de Asturias,Navia,Villaoril,43.53924,-6.68437
Asturias,Provincia de Asturias,Navia,Villapedre,43.54596,-6.64901
Asturias,Provincia de Asturias,Noreña Municipality,Berrón,43.38561,-5.70462
Asturias,Provincia de Asturias,Noreña Municipality,La Pasera,43.34199,-5.72565
Asturias,Provincia de Asturias,Noreña Municipality,Noreña,43.39364,-5.70662
Asturias,Provincia de Asturias,Onís Municipality,Avinyó,43.33548,-4.952
Asturias,Provincia de Asturias,Onís Municipality,Benia de Onís,43.33617,-4.96728
Asturias,Provincia de Asturias,Onís Municipality,Boviabaxu,43.32246,-4.98015
Asturias,Provincia de Asturias,Onís Municipality,Boviarriba,43.32555,-4.9896
Asturias,Provincia de Asturias,Onís Municipality,Demués,43.31896,-4.99093
Asturias,Provincia de Asturias,Onís Municipality,Monte Gamonedo,43.30966,-4.99597
Asturias,Provincia de Asturias,Onís Municipality,Cangas de Onís,43.33829,-4.96608
Asturias,Provincia de Asturias,Onís Municipality,Pedroso,43.34896,-4.93775
Asturias,Provincia de Asturias,Onís Municipality,Robellada,43.34322,-4.92368
Asturias,Provincia de Asturias,Onís Municipality,Sirviella,43.3416,-4.98118
Asturias,Provincia de Asturias,Onís Municipality,Talavero,43.33904,-4.97475
Asturias,Provincia de Asturias,Onís Municipality,Villar,43.33717,-4.98161
Asturias,Provincia de Asturias,Oviedo,Anieves,43.32438,-5.78889
Asturias,Provincia de Asturias,Oviedo,Arcos,43.36667,-5.85
Asturias,Provincia de Asturias,Oviedo,Argollanes,43.3374,-5.7636
Asturias,Provincia de Asturias,Oviedo,Ayones,43.33333,-5.88333
Asturias,Provincia de Asturias,Oviedo,Bendones,43.33653,-5.80637
Asturias,Provincia de Asturias,Oviedo,Box,43.33333,-5.76667
Asturias,Provincia de Asturias,Oviedo,Brañes,43.4124,-5.90606
Asturias,Provincia de Asturias,Oviedo,Caces,43.33284,-5.93653
Asturias,Provincia de Asturias,Oviedo,Camales,43.33118,-6.00774
Asturias,Provincia de Asturias,Oviedo,Campiello,43.41012,-5.83301
Asturias,Provincia de Asturias,Oviedo,El Carbayón,43.37247,-5.8931
Asturias,Provincia de Asturias,Oviedo,Mazo,43.35,-5.81667
Asturias,Provincia de Asturias,Oviedo,Feleches,43.36667,-5.95
Asturias,Provincia de Asturias,Oviedo,Fitoria,43.38132,-5.84618
Asturias,Provincia de Asturias,Oviedo,Folgueras,43.40526,-5.87234
Asturias,Provincia de Asturias,Oviedo,Gallegos,43.39022,-5.93356
Asturias,Provincia de Asturias,Oviedo,Godejal,43.32243,-5.81525
Asturias,Provincia de Asturias,Oviedo,Godos,43.35,-5.95
Asturias,Provincia de Asturias,Oviedo,Junigro,43.35,-5.96667
Asturias,Provincia de Asturias,Oviedo,La Corredoría,43.38333,-5.81667
Asturias,Provincia de Asturias,Oviedo,La Pedrera,43.40664,-5.83051
Asturias,Provincia de Asturias,Oviedo,Ladines,43.39816,-5.88596
Asturias,Provincia de Asturias,Oviedo,Las Caldas,43.33304,-5.92052
Asturias,Provincia de Asturias,Oviedo,Las Cruces,43.33333,-5.81667
Asturias,Provincia de Asturias,Oviedo,Las Cuestas,43.34052,-5.99689
Asturias,Provincia de Asturias,Oviedo,Las Quintanas,43.32625,-5.75977
Asturias,Provincia de Asturias,Oviedo,Latores,43.33333,-5.86667
Asturias,Provincia de Asturias,Oviedo,Lillo,43.38333,-5.86667
Asturias,Provincia de Asturias,Oviedo,Llamaoscura,43.32928,-5.86139
Asturias,Provincia de Asturias,Oviedo,Loriana,43.38042,-5.92659
Asturias,Provincia de Asturias,Oviedo,Los Prietos,43.33991,-5.84735
Asturias,Provincia de Asturias,Oviedo,Lubrió,43.38684,-5.9186
Asturias,Provincia de Asturias,Oviedo,Manjoya,43.35,-5.83333
Asturias,Provincia de Asturias,Oviedo,Manzaneda,43.31241,-5.82618
Asturias,Provincia de Asturias,Oviedo,Morente,43.33205,-5.83877
Asturias,Provincia de Asturias,Oviedo,Santa María del Naranco,43.37471,-5.86891
Asturias,Provincia de Asturias,Oviedo,Naves,43.33632,-5.79477
Asturias,Provincia de Asturias,Oviedo,Olloniego,43.29878,-5.82357
Asturias,Provincia de Asturias,Oviedo,Oviedo,43.36029,-5.84476
Asturias,Provincia de Asturias,Oviedo,Paderní,43.32971,-5.82587
Asturias,Provincia de Asturias,Oviedo,Pando,43.35724,-5.80992
Asturias,Provincia de Asturias,Oviedo,Paranza,43.34268,-5.74311
Asturias,Provincia de Asturias,Oviedo,Pedruño,43.35,-5.91667
Asturias,Provincia de Asturias,Oviedo,Perlavia,43.32286,-6.00392
Asturias,Provincia de Asturias,Oviedo,Perlín,43.33287,-5.97702
Asturias,Provincia de Asturias,Oviedo,Piedramuelle,43.35386,-5.88899
Asturias,Provincia de Asturias,Oviedo,Pintoria,43.34268,-5.9488
Asturias,Provincia de Asturias,Oviedo,Prados,43.36667,-5.81667
Asturias,Provincia de Asturias,Oviedo,Prianes,43.37608,-5.96897
Asturias,Provincia de Asturias,Oviedo,Priorio,43.33333,-5.91667
Asturias,Provincia de Asturias,Oviedo,Puerto de Santa María,43.31919,-5.93476
Asturias,Provincia de Asturias,Oviedo,Roces,43.37441,-5.80146
Asturias,Provincia de Asturias,Oviedo,San Andrés,43.31307,-5.98775
Asturias,Provincia de Asturias,Oviedo,San Claudio,43.35,-5.91667
Asturias,Provincia de Asturias,Oviedo,Santa Eulalia,43.31803,-5.81359
Asturias,Provincia de Asturias,Oviedo,Santianes,43.30908,-5.81789
Asturias,Provincia de Asturias,Oviedo,Sendín,43.34893,-5.91911
Asturias,Provincia de Asturias,Oviedo,Sograndio de Arriba,43.35072,-5.92926
Asturias,Provincia de Asturias,Oviedo,Soto,43.35357,-5.95719
Asturias,Provincia de Asturias,Oviedo,Trubia,43.3377,-5.99395
Asturias,Provincia de Asturias,Oviedo,Tudela Agüeria,43.32124,-5.80147
Asturias,Provincia de Asturias,Oviedo,Tudela Veguín,43.33376,-5.77244
Asturias,Provincia de Asturias,Oviedo,Udrión,43.35929,-5.96751
Asturias,Provincia de Asturias,Oviedo,Ulés,43.37899,-5.88239
Asturias,Provincia de Asturias,Oviedo,Villamar,43.36735,-5.90496
Asturias,Provincia de Asturias,Oviedo,Villapérez,43.4,-5.83333
Asturias,Provincia de Asturias,Oviedo,Villarmil,43.35175,-5.94555
Asturias,Provincia de Asturias,Oviedo,Villarín,43.35,-5.96667
Asturias,Provincia de Asturias,Parres,Aballe,43.32742,-5.14338
Asturias,Provincia de Asturias,Parres,Arenas,43.36325,-5.17035
Asturias,Provincia de Asturias,Parres,Arobes,43.36531,-5.19859
Asturias,Provincia de Asturias,Parres,Bada,43.35121,-5.15834
Asturias,Provincia de Asturias,Parres,Bode,43.39837,-5.16744
Asturias,Provincia de Asturias,Parres,Bodes,43.41901,-5.20314
Asturias,Provincia de Asturias,Parres,Carrio,43.33941,-5.19422
Asturias,Provincia de Asturias,Parres,Castañera,43.39164,-5.18864
